date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:31:25	33032/33032	---MC-	200	added ('OK')	image/png	etag:%220dcebcaacd1ca2689cefc88cab35da0e%22	https://framerusercontent.com/images/uster3xyI078IphCzPEAjcFAxk.png	D:/WX-Theme/portfolio/framerusercontent.com/images/uster3xyI078IphCzPEAjcFAxk.png	(from https://taanvir.framer.ai/)
00:31:26	28802/28802	---MC-	200	added ('OK')	image/png	etag:%2212445dc932d496ce8ee2dd52fe5ce0ec%22	https://framerusercontent.com/images/RNSxsVfzPAizfTFWYujJhn8wY44.png	D:/WX-Theme/portfolio/framerusercontent.com/images/RNSxsVfzPAizfTFWYujJhn8wY44.png	(from https://taanvir.framer.ai/)
00:31:27	28048/28048	---MC-	200	added ('OK')	image/png	etag:%221462ecfc014119a62b6ea26c5c7f1922%22	https://framerusercontent.com/images/hcJMLNnNFMoHx1u4Dvjw1fU6zw.png	D:/WX-Theme/portfolio/framerusercontent.com/images/hcJMLNnNFMoHx1u4Dvjw1fU6zw.png	(from https://taanvir.framer.ai/)
00:31:28	21313/21313	---MC-	200	added ('OK')	image/png	etag:%223ac693415bb519ef74dc3b457f07e2e7%22	https://framerusercontent.com/images/X1OvTrctK0oO21CnJKkDmxmN8g.png	D:/WX-Theme/portfolio/framerusercontent.com/images/X1OvTrctK0oO21CnJKkDmxmN8g.png	(from https://taanvir.framer.ai/)
00:31:30	30240/30240	---MC-	200	added ('OK')	image/png	etag:%222cf3468b530180c67771df55504d41e0%22	https://framerusercontent.com/images/W7UYcRNgnctmgf8r31JSc5l4y9U.png	D:/WX-Theme/portfolio/framerusercontent.com/images/W7UYcRNgnctmgf8r31JSc5l4y9U.png	(from https://taanvir.framer.ai/)
00:31:31	21357/21357	---MC-	200	added ('OK')	image/png	etag:%22663b4c55521c339c48e6a551ad03e7df%22	https://framerusercontent.com/images/TEi8p0UZezb2ZGQCeVqHmW500cc.png	D:/WX-Theme/portfolio/framerusercontent.com/images/TEi8p0UZezb2ZGQCeVqHmW500cc.png	(from https://taanvir.framer.ai/)
00:31:32	20859/20859	---MC-	200	added ('OK')	image/png	etag:%22ef31bafee38e1a8e31535a211d2e31a7%22	https://framerusercontent.com/images/nqAHevLA9vamfvHbMDQzXmRWq9g.png	D:/WX-Theme/portfolio/framerusercontent.com/images/nqAHevLA9vamfvHbMDQzXmRWq9g.png	(from https://taanvir.framer.ai/)
00:31:33	22049/22049	---MC-	200	added ('OK')	image/png	etag:%2298141fef3a69047fa18f946f8731a021%22	https://framerusercontent.com/images/nOWMfqIyrnk1nZ1TKnxk4VcSQ4I.png	D:/WX-Theme/portfolio/framerusercontent.com/images/nOWMfqIyrnk1nZ1TKnxk4VcSQ4I.png	(from https://taanvir.framer.ai/)
00:31:34	650289/650289	---MC-	200	added ('OK')	image/png	etag:%22d54456dc69fea94db37287f65a5b4add%22	https://framerusercontent.com/images/NMnyT8tjuSaLtMkDGsvpYMpeoEc.png	D:/WX-Theme/portfolio/framerusercontent.com/images/NMnyT8tjuSaLtMkDGsvpYMpeoEc.png	(from https://taanvir.framer.ai/)
00:31:37	565789/565789	---MC-	200	added ('OK')	image/png	etag:%2233a1646c958c4ac35aec7ed220e58d1c%22	https://framerusercontent.com/images/QdeZj6boajXHo5jgUY4WrYYcuHY.png	D:/WX-Theme/portfolio/framerusercontent.com/images/QdeZj6boajXHo5jgUY4WrYYcuHY.png	(from https://taanvir.framer.ai/)
00:31:40	54360/54360	---MC-	200	added ('OK')	image/png	etag:%2292fd3397729f8733e0ac801cffe9e9c3%22	https://framerusercontent.com/images/xFOw9hDT8hvZ2mmI4gIKB7ml6W4.png	D:/WX-Theme/portfolio/framerusercontent.com/images/xFOw9hDT8hvZ2mmI4gIKB7ml6W4.png	(from https://taanvir.framer.ai/)
00:31:40	370614/370614	---MC-	200	added ('OK')	image/png	etag:%22e9f4864438eb57b68ab1e67b9c68c0ca%22	https://framerusercontent.com/images/k2UDp5u9wgDXqxpcIYgPN6nw.png	D:/WX-Theme/portfolio/framerusercontent.com/images/k2UDp5u9wgDXqxpcIYgPN6nw.png	(from https://taanvir.framer.ai/)
00:31:43	35973/35973	---M--	200	added ('OK')	image/png	etag:%22df7934230307fdea06e6eed538c891ea%22	https://framerusercontent.com/assets/sc0cEfbARhHUOzlbREpugNwMtY.png	D:/WX-Theme/portfolio/framerusercontent.com/assets/sc0cEfbARhHUOzlbREpugNwMtY.png	(from https://taanvir.framer.ai/)
00:31:44	1319771/1319771	---M--	200	added ('OK')	image/png	etag:%225e8c0d050a18e91b5725dda4590b4be2%22	https://framerusercontent.com/assets/TvfyHL0vFYdFYMu5Ws8G4cWKJY.png	D:/WX-Theme/portfolio/framerusercontent.com/assets/TvfyHL0vFYdFYMu5Ws8G4cWKJY.png	(from https://taanvir.framer.ai/)
00:31:45	87085/87085	---M--	200	added ('OK')	image/png	etag:%22effdfdfa8f9eafda5cf652400cf1d9a7%22	https://framerusercontent.com/assets/mlxYz67KFJ2gC6r2LF4r2rvOzsI.png	D:/WX-Theme/portfolio/framerusercontent.com/assets/mlxYz67KFJ2gC6r2LF4r2rvOzsI.png	(from https://taanvir.framer.ai/)
00:31:45	61170/61170	---MC-	200	added ('OK')	image/png	etag:%227f3be08e20e1d654c9ea8d84c39942d0%22	https://framerusercontent.com/images/G2l9hhobtZFeYaov764LQ2XQ5zw.png	D:/WX-Theme/portfolio/framerusercontent.com/images/G2l9hhobtZFeYaov764LQ2XQ5zw.png	(from https://taanvir.framer.ai/)
00:31:46	4980/4980	---MC-	200	added ('OK')	image/png	etag:%22aa902bb141d39e39f05c6f3265133ad5%22	https://framerusercontent.com/images/CiABQW4Z4Rn55JYVnVeqnNZcd8Y.png	D:/WX-Theme/portfolio/framerusercontent.com/images/CiABQW4Z4Rn55JYVnVeqnNZcd8Y.png	(from https://taanvir.framer.ai/)
00:31:48	21266/21266	---MC-	200	added ('OK')	image/png	etag:%22ed57ba3f4a7c5759c5fc213197795344%22	https://framerusercontent.com/images/WYtKj474QMixn0mmaPzTvgDAo.png	D:/WX-Theme/portfolio/framerusercontent.com/images/WYtKj474QMixn0mmaPzTvgDAo.png	(from https://taanvir.framer.ai/)
00:31:49	47341/47341	---MC-	200	added ('OK')	image/png	etag:%22e2edc3583de5e09721af810269ce11f1%22	https://framerusercontent.com/images/8NJlrLASNgtaaxGqTvFt4MFQWs.png	D:/WX-Theme/portfolio/framerusercontent.com/images/8NJlrLASNgtaaxGqTvFt4MFQWs.png	(from https://taanvir.framer.ai/)
00:31:51	197803/197803	---MC-	200	added ('OK')	image/png	etag:%225aee94f3166aca0dbabefbe344a76ff9%22	https://framerusercontent.com/images/HRoQbDg4igbxRNV7emQPdmmhmc.png	D:/WX-Theme/portfolio/framerusercontent.com/images/HRoQbDg4igbxRNV7emQPdmmhmc.png	(from https://taanvir.framer.ai/)
00:31:54	225208/225208	---MC-	200	added ('OK')	image/png	etag:%2221a35d709a81874d01848561a4ba3656%22	https://framerusercontent.com/images/KvilsuqTsCLNl83QYcTy5PfjQ.png	D:/WX-Theme/portfolio/framerusercontent.com/images/KvilsuqTsCLNl83QYcTy5PfjQ.png	(from https://taanvir.framer.ai/)
00:31:54	154759/154759	---MC-	200	added ('OK')	image/png	etag:%229f61c1c243869ed0f2f48bf7ea633096%22	https://framerusercontent.com/images/pIEdczpH0xFcApeOf1zObbAFog8.png	D:/WX-Theme/portfolio/framerusercontent.com/images/pIEdczpH0xFcApeOf1zObbAFog8.png	(from https://taanvir.framer.ai/)
00:31:56	191561/191561	---MC-	200	added ('OK')	image/png	etag:%22832a237c1158e715280b4206c3517951%22	https://framerusercontent.com/images/lelNPG1sVIAYPev7e0ufAi5g.png	D:/WX-Theme/portfolio/framerusercontent.com/images/lelNPG1sVIAYPev7e0ufAi5g.png	(from https://taanvir.framer.ai/)
00:31:56	170141/170141	---MC-	200	added ('OK')	image/png	etag:%22ea417b36b5daf607e807af62a25aee30%22	https://framerusercontent.com/images/EdP26XTBiSPy1r6E2Iz1drBgQs.png	D:/WX-Theme/portfolio/framerusercontent.com/images/EdP26XTBiSPy1r6E2Iz1drBgQs.png	(from https://taanvir.framer.ai/)
00:31:57	337317/337317	---MC-	200	added ('OK')	image/png	etag:%22cf6325f72d1b39c76f9bcb830588a455%22	https://framerusercontent.com/images/Uj4EGZfyySBkxIoGPnDeeRU0w.png	D:/WX-Theme/portfolio/framerusercontent.com/images/Uj4EGZfyySBkxIoGPnDeeRU0w.png	(from https://taanvir.framer.ai/)
00:31:58	422512/422512	---MC-	200	added ('OK')	image/jpeg	etag:%2282a382f0ce85e02450bf1e6b07759454%22	https://framerusercontent.com/images/5fTm0VE8tk9wqbKJeH3TatiIpVA.jpg?scale-down-to=2048	D:/WX-Theme/portfolio/framerusercontent.com/images/5fTm0VE8tk9wqbKJeH3TatiIpVA9ae5.jpg	(from https://taanvir.framer.ai/)
00:31:58	7423/7423	---MC-	200	added ('OK')	image/jpeg	etag:%2291b5439e0d4574bc7b9d03c976054500%22	https://framerusercontent.com/images/HzaDONFomBKJaPYbarCyHYUvE.jpeg	D:/WX-Theme/portfolio/framerusercontent.com/images/HzaDONFomBKJaPYbarCyHYUvE.jpg	(from https://taanvir.framer.ai/)
00:32:00	195771/195771	---MC-	200	added ('OK')	image/png	etag:%227cba35b1142b929a4044baca87205e76%22	https://framerusercontent.com/images/DUIBkCd7Vzvrz6B3ymOkqqMifSw.png	D:/WX-Theme/portfolio/framerusercontent.com/images/DUIBkCd7Vzvrz6B3ymOkqqMifSw.png	(from https://taanvir.framer.ai/)
00:32:01	6203/6203	---MC-	200	added ('OK')	image/jpeg	etag:%227af36f94e23b9326bc92e7a0bde3a338%22	https://framerusercontent.com/images/FQuWaRNZ975A6O4QGkESjwTEeP4.jpg	D:/WX-Theme/portfolio/framerusercontent.com/images/FQuWaRNZ975A6O4QGkESjwTEeP4.jpg	(from https://taanvir.framer.ai/)
00:32:02	28845/28845	---MC-	200	added ('OK')	image/png	etag:%2249d7cd102b822752c69b00d66cb63cd1%22	https://framerusercontent.com/images/zrhMI1qg1ApYDLzd4DgSNt8HV2c.png	D:/WX-Theme/portfolio/framerusercontent.com/images/zrhMI1qg1ApYDLzd4DgSNt8HV2c.png	(from https://taanvir.framer.ai/)
00:32:03	5050/5050	---MC-	200	added ('OK')	image/png	etag:%22687ccd8724764e963111485a33dbe2a0%22	https://framerusercontent.com/images/7tGuZ73L2xGiVSpF450la9J0xA.png	D:/WX-Theme/portfolio/framerusercontent.com/images/7tGuZ73L2xGiVSpF450la9J0xA.png	(from https://taanvir.framer.ai/)
00:32:05	287821/287821	---M--	200	added ('OK')	image/png	etag:%220f6efc78eb1cae5eebd79ccea86ddc1c%22	https://framerusercontent.com/assets/PakQMhfFJpuphzYCjPHHrPE5E.png	D:/WX-Theme/portfolio/framerusercontent.com/assets/PakQMhfFJpuphzYCjPHHrPE5E.png	(from https://taanvir.framer.ai/)
00:32:05	66952/66952	---MC-	200	added ('OK')	image/png	etag:%22cb71fdd9aabca668acee7c83496383bd%22	https://framerusercontent.com/images/NywkFxOMrU5R2Bt6f2iCPeDNU.png?scale-down-to=512	D:/WX-Theme/portfolio/framerusercontent.com/images/NywkFxOMrU5R2Bt6f2iCPeDNU17f5.png	(from https://taanvir.framer.ai/)
00:32:06	58371/58371	---M--	200	added ('OK')	image/png	etag:%22a6a735d3799d6f1cdfd6addb774e9fa4%22	https://framerusercontent.com/assets/W4c8NeRFlWg3zn2PuflTR1OY.png	D:/WX-Theme/portfolio/framerusercontent.com/assets/W4c8NeRFlWg3zn2PuflTR1OY.png	(from https://taanvir.framer.ai/)
00:32:08	52281/52281	---M--	200	added ('OK')	image/png	etag:%2281b1d479a300ca54fbe4edb6c852d1c0%22	https://framerusercontent.com/assets/NV3sNdJJF9kCRfKI2Cpv9wMiBY.png	D:/WX-Theme/portfolio/framerusercontent.com/assets/NV3sNdJJF9kCRfKI2Cpv9wMiBY.png	(from https://taanvir.framer.ai/)
00:32:09	91530/91530	---M--	200	added ('OK')	image/png	etag:%2298c991541a3f7b3a1ec6ddb6def1a324%22	https://framerusercontent.com/assets/4NVBesoq7rI9fCpejTysrVO9LaQ.png	D:/WX-Theme/portfolio/framerusercontent.com/assets/4NVBesoq7rI9fCpejTysrVO9LaQ.png	(from https://taanvir.framer.ai/)
00:32:10	206156/206156	---MC-	200	added ('OK')	image/png	etag:%221992782a3ff4dfaf1566dfeca6d5d2bd%22	https://framerusercontent.com/images/sTn5VQRJ6S5VsT4mA6ImMRPOkQo.png	D:/WX-Theme/portfolio/framerusercontent.com/images/sTn5VQRJ6S5VsT4mA6ImMRPOkQo.png	(from https://taanvir.framer.ai/)
00:32:10	6014/6014	---MC-	200	added ('OK')	image/jpeg	etag:%221ff34186e51f796213824a0acf0d434d%22	https://framerusercontent.com/images/dwFtxZ8NBChaSvz9I3XFds4gdfo.jpg	D:/WX-Theme/portfolio/framerusercontent.com/images/dwFtxZ8NBChaSvz9I3XFds4gdfo.jpg	(from https://taanvir.framer.ai/)
00:32:12	165819/165819	---MC-	200	added ('OK')	image/png	etag:%226fdfb438c27b0de40916c5bc1932d732%22	https://framerusercontent.com/images/ovkq4BZI8OV3E1UI3M5ljwxkok.png	D:/WX-Theme/portfolio/framerusercontent.com/images/ovkq4BZI8OV3E1UI3M5ljwxkok.png	(from https://taanvir.framer.ai/)
